time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	COG_Vx	COG_Vy	
0.2	0.0509555	0.0664248	0.222597	0.0379357	-0.00131799	0.0145009	0.0516583	0.0788099	5.44478e-05	0.0143574	0.00733209
0.225	0.0513206	0.0665567	0.2226	0.0445934	-0.00160177	0.0156351	0.0516566	0.0788103	5.37775e-05	0.0138489	0.0033357
0.25	0.051678	0.0665903	0.222601	0.0515907	-0.00190028	0.0160261	0.0516548	0.0788104	5.36229e-05	0.0136808	-0.000578719
0.275	0.0520353	0.0665264	0.222599	0.0585881	-0.00219901	0.0156356	0.051653	0.0788104	5.4007e-05	0.0138489	-0.00450736
0.3	0.0524002	0.0663634	0.222594	0.0652459	-0.00248348	0.014502	0.0516514	0.0788101	5.48921e-05	0.0143574	-0.00854677
0.325	0.0527805	0.0660976	0.222587	0.0712578	-0.00274061	0.012736	0.0516501	0.0788096	5.61845e-05	0.0152186	-0.0127962
0.35	0.0531849	0.0657223	0.222579	0.0763806	-0.00296004	0.0105107	0.0516491	0.0788089	5.77468e-05	0.0164539	-0.0173601
0.375	0.0536227	0.0652285	0.222569	0.0804584	-0.00313513	0.00804381	0.0516486	0.0788078	5.94154e-05	0.0180935	-0.0223507
0.4	0.0541043	0.064604	0.22256	0.0834372	-0.00326359	0.00557681	0.0516486	0.0788065	6.10189e-05	0.0201778	-0.0278905
0.425	0.0546415	0.0638335	0.222552	0.0853709	-0.00334775	0.00335119	0.0516491	0.0788047	6.2395e-05	0.022758	-0.0341157
0.45	0.0552479	0.0628982	0.222546	0.0864156	-0.0033943	0.00158482	0.0516502	0.0788026	6.34054e-05	0.0258974	-0.0411793
0.475	0.0559388	0.061775	0.222543	0.0868145	-0.00341366	0.000450617	0.0516517	0.0788	6.39477e-05	0.0296733	-0.049255
0.5	0.0567319	0.0604364	0.222542	0.086874	-0.00341896	5.9607e-05	0.0516537	0.0787969	6.39631e-05	0.0341784	-0.058541
0	0.0567319	0.0604364	0.222542	0.086874	-0.00341896	5.9607e-05	0.0516537	0.0787969	6.39631e-05	0.0341784	-0.058541
0.025	0.0576416	0.0588596	0.222543	0.086876	-0.00342229	5.9311e-05	0.0516559	0.0787932	6.36934e-05	0.0388382	-0.0680081
0.05	0.0586613	0.0570596	0.222544	0.0868782	-0.00342609	5.89881e-05	0.0516584	0.078789	6.34018e-05	0.0430074	-0.07648
0.075	0.0597785	0.055061	0.222545	0.0868807	-0.0034303	5.86473e-05	0.0516611	0.0787843	6.30974e-05	0.0466862	-0.0839566
0.1	0.0609813	0.0528888	0.222545	0.0868833	-0.00343488	5.82974e-05	0.051664	0.0787792	6.27891e-05	0.0498744	-0.0904378
0.125	0.0622573	0.0505676	0.222546	0.0868861	-0.00343976	5.79468e-05	0.0516672	0.0787738	6.24853e-05	0.0525722	-0.0959236
0.15	0.0635944	0.0481223	0.222547	0.086889	-0.00344491	5.7603e-05	0.0516704	0.078768	6.21936e-05	0.0547794	-0.100414
0.175	0.0649805	0.0455774	0.222548	0.0868921	-0.00345026	5.72729e-05	0.0516738	0.0787621	6.19207e-05	0.0564962	-0.103908
0.2	0.0664042	0.0429568	0.222547	0.0868952	-0.00345577	5.69603e-05	0.0516773	0.078756	6.167e-05	0.0577224	-0.106407
0.225	0.0678498	0.0402891	0.222549	0.0868881	-0.00345256	6.2972e-05	0.0516809	0.0787497	6.14515e-05	0.0584582	-0.10791
0.25	0.069309	0.0375949	0.222549	0.0868917	-0.00345885	6.2687e-05	0.0516845	0.0787435	6.12658e-05	0.0587034	-0.108416
0.275	0.0707682	0.0349005	0.22255	0.0868952	-0.00346514	6.2437e-05	0.051688	0.0787372	6.11151e-05	0.0584582	-0.107927
0.3	0.0722151	0.0322307	0.22255	0.0868988	-0.00347137	6.22236e-05	0.0516916	0.0787309	6.10001e-05	0.0577224	-0.106442
0.325	0.0736377	0.0296102	0.222549	0.0869023	-0.00347749	6.2047e-05	0.0516951	0.0787248	6.09203e-05	0.0564962	-0.10396
0.35	0.0750236	0.027064	0.222549	0.0869057	-0.00348344	6.19074e-05	0.0516985	0.0787189	6.08746e-05	0.0547794	-0.100481
0.375	0.0763606	0.0246167	0.222549	0.086909	-0.00348915	6.18021e-05	0.0517018	0.0787132	6.08597e-05	0.0525722	-0.0960065
0.4	0.0776367	0.0222932	0.222548	0.0869121	-0.00349458	6.17273e-05	0.0517049	0.0787077	6.08709e-05	0.0498744	-0.090535
0.425	0.0788393	0.0201184	0.222547	0.0869151	-0.00349967	6.16812e-05	0.0517079	0.0787026	6.09054e-05	0.0466862	-0.0840667
0.45	0.0799565	0.018117	0.222547	0.0869178	-0.00350435	6.16583e-05	0.0517107	0.078698	6.0957e-05	0.0430074	-0.0766017
0.475	0.0809761	0.0163137	0.222546	0.0869203	-0.00350856	6.16535e-05	0.0517132	0.0786937	6.10196e-05	0.0388382	-0.0681397
0.5	0.0818857	0.0147335	0.222545	0.0869226	-0.00351226	6.16615e-05	0.0517154	0.07869	6.1087e-05	0.0341784	-0.0586806
0	0.0818857	0.0147335	0.222545	0.0869226	-0.00351226	6.16615e-05	0.0517154	0.07869	6.1087e-05	0.0341784	-0.058541
0.025	0.082679	0.0133952	0.222545	0.0869245	-0.00351538	6.14212e-05	0.051775	0.0786853	0.000451812	0.0296733	-0.0492409
0.05	0.0833701	0.0122725	0.222549	0.086926	-0.00351795	6.07049e-05	0.0521731	0.0786718	0.00158562	0.0258974	-0.041151
0.075	0.0839765	0.0113378	0.222557	0.086927	-0.00352006	5.95782e-05	0.0532145	0.0786393	0.00335749	0.022758	-0.0340723
0.1	0.0845142	0.0105687	0.222565	0.0869275	-0.00352175	5.81505e-05	0.0551436	0.078584	0.00558206	0.0201778	-0.0278309
0.125	0.0849962	0.00994598	0.222573	0.0869274	-0.00352307	5.65639e-05	0.0581153	0.0785002	0.00804801	0.0180935	-0.0222735
0.15	0.0854344	0.00945444	0.222582	0.0869268	-0.00352409	5.498e-05	0.0621831	0.0783864	0.010514	0.0164539	-0.0172635
