L_C_roll	L_A_roll	L_Linear	
0	0	0.00886518	
0	0	0.0101022	
0	0	0.0112705	
0	0	0.0125075	
0	0	0.0139506	
0	0	0.0151189	
0	0	0.0166308	
0	0	0.0186925	
0	0	0.0206167	
0	0	0.0221286	
0	0	0.0234343	
0	0	0.0241215	
0	0	0.0251524	
