time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.25	-0.000211041	0.0848748	0.216578	-4.71397e-05	0.00162159	4.17071e-06	-5.16435e-05	0.0993914	2.86651e-06	0.027802	0.0991863	0.281503	-4.5665e-06	0.00130712	0.000665586	-0.000633444	-0.235532	-0.00648575	0	0.000575872	0	0	-0.159306	0	
0.275	-0.000211009	0.0848403	0.216578	-4.71313e-05	0.00191319	4.16195e-06	-5.1641e-05	0.0993913	2.87997e-06	0.0278015	0.0990768	0.281515	-1.93819e-05	-0.00438031	0.000481638	-0.000592617	-0.227497	-0.00735792	0	-0.00341564	0	0	-0.160642	0	
0.3	-0.000210953	0.0847057	0.216579	-4.71206e-05	0.00219043	4.13754e-06	-5.16352e-05	0.0993908	2.87738e-06	0.0278006	0.0988268	0.281522	-3.34341e-05	-0.0100004	0.000272599	-0.000562089	-0.224804	-0.00836154	0	-0.00748785	0	0	-0.165775	0	
0.325	-0.000210874	0.0844678	0.216579	-4.71079e-05	0.00244052	4.09734e-06	-5.16261e-05	0.0993902	2.85765e-06	0.0277995	0.0984343	0.281523	-4.70627e-05	-0.0156991	3.7539e-05	-0.000545143	-0.227947	-0.00940241	0	-0.011737	0	0	-0.174824	0	
0.35	-0.000210772	0.0841209	0.21658	-4.70933e-05	0.00265332	4.04086e-06	-5.16135e-05	0.0993893	2.81958e-06	0.0277979	0.0978934	0.281518	-6.0667e-05	-0.0216366	-0.000222144	-0.000544172	-0.237501	-0.0103873	0	-0.0162634	0	0	-0.188004	0	
0.375	-0.000210645	0.0836568	0.216581	-4.70766e-05	0.0028223	3.96723e-06	-5.15971e-05	0.0993882	2.76192e-06	0.0277961	0.0971937	0.281505	-7.46753e-05	-0.0279887	-0.00050294	-0.00056033	-0.254083	-0.0112318	0	-0.0211742	0	0	-0.205626	0	
0.4	-0.000210493	0.0830645	0.216582	-4.70576e-05	0.00294521	3.87525e-06	-5.15765e-05	0.0993868	2.68344e-06	0.0277938	0.09632	0.281485	-8.95057e-05	-0.034947	-0.000799596	-0.000593217	-0.278334	-0.0118662	0	-0.0265852	0	0	-0.228107	0	
0.425	-0.000210314	0.0823299	0.216582	-4.70358e-05	0.00302425	3.76337e-06	-5.15511e-05	0.0993851	2.58301e-06	0.0277912	0.095252	0.281457	-0.00010552	-0.0427195	-0.00110554	-0.000640573	-0.310899	-0.0122379	0	-0.0326244	0	0	-0.255978	0	
0.45	-0.000210105	0.0814358	0.216584	-4.70103e-05	0.00306589	3.62986e-06	-5.15201e-05	0.099383	2.45963e-06	0.0277881	0.0939637	0.281422	-0.000122968	-0.0515306	-0.00141327	-0.000697916	-0.352442	-0.0123092	0	-0.0394345	0	0	-0.289897	0	
0.475	-0.000209863	0.080361	0.216585	-4.69803e-05	0.00308023	3.4728e-06	-5.14827e-05	0.0993805	2.3125e-06	0.0277846	0.0924232	0.281379	-0.00014192	-0.0616222	-0.00171453	-0.000758087	-0.403666	-0.0120501	0	-0.0471763	0	0	-0.330665	0	
0.5	-0.000209588	0.0790801	0.216586	-4.69444e-05	0.00307999	3.29033e-06	-5.14377e-05	0.0993776	2.14111e-06	0.0277805	0.0905918	0.281329	-0.000162187	-0.073256	-0.00200013	-0.000810665	-0.465353	-0.0114241	0	-0.0560328	0	0	-0.379247	0	
0	-0.000209588	0.0790801	0.216586	-4.69444e-05	0.00307999	3.29033e-06	-5.14377e-05	0.0993776	2.14111e-06	0.0277805	0.0905918	0.281329	-0.000162187	-0.073256	-0.00200013	-0.000810665	-0.465353	-0.0114241	0	-0.0560328	0	0	-0.379247	0	
0.025	-0.000209278	0.077572	0.216588	-4.69013e-05	0.00307687	3.08199e-06	-5.13839e-05	0.0993741	1.94635e-06	0.027776	0.0884372	0.281273	-0.000182083	-0.0861829	-0.00225144	-0.000795841	-0.517076	-0.0100523	0	-0.0651172	0	0	-0.347511	0	
0.05	-0.000208948	0.0758479	0.21659	-5.20554e-05	0.00308746	3.16965e-06	-5.13206e-05	0.0993701	1.73414e-06	0.0277715	0.0859732	0.281213	-0.000180138	-0.0985599	-0.00240459	7.77824e-05	-0.495077	-0.00612595	0	-0.0734084	0	0	-0.315785	0	
0.075	-0.000208569	0.0739272	0.216592	-5.19916e-05	0.00308305	2.89806e-06	-5.12496e-05	0.0993657	1.50926e-06	0.0277664	0.0832328	0.28115	-0.000201511	-0.109615	-0.00251227	-0.000854921	-0.44222	-0.0043072	0	-0.0809066	0	0	-0.28407	0	
0.1	-0.000208223	0.0718298	0.216593	-5.19203e-05	0.00307823	2.61602e-06	-5.11707e-05	0.0993609	1.2782e-06	0.0277613	0.0802425	0.281087	-0.000204061	-0.119612	-0.00252308	-0.000101975	-0.399854	-0.000432409	0	-0.087612	0	0	-0.252365	0	
0.125	-0.000207888	0.0695755	0.216595	-5.18416e-05	0.00307306	2.33016e-06	-5.10842e-05	0.0993557	1.04712e-06	0.0277564	0.0770306	0.281026	-0.000197991	-0.128478	-0.00244555	0.000242766	-0.354637	0.00310106	0	-0.0935249	0	0	-0.22067	0	
0.15	-0.000207574	0.0671839	0.216597	-5.17558e-05	0.00306757	2.04659e-06	-5.09904e-05	0.0993502	8.21619e-07	0.0277517	0.0736253	0.280968	-0.000185624	-0.136213	-0.00228951	0.000494688	-0.309431	0.00624167	0	-0.0986456	0	0	-0.188986	0	
0.175	-0.000207258	0.0646746	0.216598	-5.16633e-05	0.00306181	1.77103e-06	-5.08899e-05	0.0993444	6.06959e-07	0.0277476	0.0700546	0.280917	-0.000165487	-0.142826	-0.00205993	0.000805483	-0.264493	0.00918325	0	-0.102974	0	0	-0.157312	0	
0.2	-0.000207016	0.0620675	0.2166	-5.15645e-05	0.00305583	1.50857e-06	-5.07832e-05	0.0993384	4.0772e-07	0.027744	0.0663467	0.280873	-0.000144136	-0.148318	-0.00176828	0.00085403	-0.219708	0.0116659	0	-0.106511	0	0	-0.125648	0	
0.225	-0.000206822	0.0593823	0.216601	-5.14601e-05	0.00304967	1.26378e-06	-5.0671e-05	0.0993322	2.28001e-07	0.0277411	0.0625292	0.280837	-0.00011641	-0.152699	-0.00142071	0.00110907	-0.175237	0.0139027	0	-0.109257	0	0	-0.0939944	0	
0.25	-0.000206681	0.0566385	0.216601	-5.13505e-05	0.00304337	1.04051e-06	-5.05539e-05	0.0993259	7.11728e-08	0.027739	0.0586298	0.280812	-8.51526e-05	-0.155973	-0.00102917	0.00125028	-0.130936	0.0156617	0	-0.111211	0	0	-0.0623511	0	
0.275	-0.000206599	0.0538559	0.216602	-5.12364e-05	0.00303698	8.41849e-07	-5.04327e-05	0.0993195	-6.01458e-08	0.0277377	0.0546763	0.280796	-5.1322e-05	-0.158143	-0.000605629	0.00135322	-0.0867966	0.0169415	0	-0.112374	0	0	-0.0307181	0	
0.3	-0.000206578	0.0510542	0.216602	-5.11187e-05	0.00303055	6.70109e-07	-5.03081e-05	0.0993131	-1.64127e-07	0.0277373	0.050696	0.280792	-1.59387e-05	-0.159212	-0.000162893	0.00141533	-0.0427744	0.0177094	0	-0.112747	0	0	0.000904638	0	
0.325	-0.000206618	0.0482531	0.216602	-5.09982e-05	0.00302412	5.26766e-07	-5.01811e-05	0.0993066	-2.39762e-07	0.0277378	0.0467164	0.280799	1.99374e-05	-0.159182	0.000285754	0.00143505	0.00118252	0.0179459	0	-0.112329	0	0	0.0325171	0	
